title,date,url,content,tags
"Valet and Ride di Brebes Segera Digelar, Persiapan Mulai Dimatangkan","Sabtu 28-02-2026,20:44 WIB",https://radartegal.disway.id/lokal/read/723165/valet-and-ride-di-brebes-segera-digelar-persiapan-mulai-dimatangkan,"Program Valet and Ride dari Kepolisian Daerah Jawa Tengah (Polda Jateng) bakal kembali digelar di Brebes jelang arus mudik 2026.(Istimewa)
BREBES, radartegal.com – Program Valet and Ride dari Kepolisian Daerah Jawa Tengah (Polda Jateng) bakal kembali digelar di Brebes jelang arus mudik 2026. Sejumlah persiapan terus dimatangkan.
Dalam sambutan di rapat koordinasi terkait program tersebut, Kapolres Brebes AKBP Lilik Ardhiansyah menyatakan kesiapannya menjadi tuan rumah titik pusat (check point) program ini. Apalagi, kata dia, program tersebut merupakan salah satu unggulan dari Polda Jateng yang diharapkan dapat memberikan kenyamanan bagi pemudik sekaligus meningkatkan citra Polri.
""Kami mohon dukungan dari seluruh jajaran di Eks-Wilayah Pekalongan untuk bersama-sama mensukseskan program ini agar pelaksanaannya lebih maksimal dibanding tahun sebelumnya,"" ujarnya.
Kasat Lantas Polres Brebes dalam paparannya menjelaskan bahwa program ini direncanakan berlangsung pada 13 hingga 19 Maret 2026. Rencananya, lokasi akan tetap dipusatkan di Nasmoco Brebes karena fasilitasnya yang sangat memadai, termasuk ketersediaan helly pad dan area parkir yang luas.
Tahun ini, Polri menargetkan kuota sebanyak 1.447 pemudik dan 1.078 sepeda motor. Skema keberangkatan dibagi menjadi tiga gelombang setiap harinya, yakni pukul 10.00 WIB, 13.00 WIB, dan 16.00 WIB, dengan mengerahkan armada bus dan truk towing (pengangkut motor) dari masing-masing Polres jajaran.
Karo Ops Polda Jateng Kombes Pol Basya Radyananda memberikan arahan tegas agar kekurangan pada tahun lalu, terutama dalam hal penjaringan pemudik di titik-titik krusial seperti Simpang Jalingkut Wanasari, segera diperbaiki.
""Sosialisasi harus digencarkan, baik melalui pemasangan spanduk di jalur mudik maupun media sosial. Kita ingin tahun ini lebih optimal. Program ini adalah 'daya ungkit' kita untuk meraih kepercayaan publik,"" tegasnya.",arus mudik 2026 | brebes hari ini
"Non Tahapan Masa Turun Mesin, Bawaslu Hadirkan 13 Agenda di Bulan Ramadan","Sabtu 28-02-2026,18:30 WIB",https://radartegal.disway.id/lokal/read/723163/non-tahapan-masa-turun-mesin-bawaslu-hadirkan-13-agenda-di-bulan-ramadan,"Kick off program Ngabuburit Pengawasan Bawaslu Kota Tegal
TEGAL, radartegal.com - Meski dalam masa non tahapan, namun Badan Pengawas Pemilihan Umum (Bawaslu) Kota TEGAL masih melakukan kerja pengawasan. Itu, diwujudkan melalui 13 agenda yang digelar selama Ramadan.
Kegiatan-kegiatan itu dikemas dalam agenda Ngabuburit Pengawasan. Kick Off dilaksanakan pada Rabu, 25 Februari 2026 lalu.
Ketua Bawaslu Kota Tegal Fauzan Hamid dalam sambutannya mengatakan periode non tahapan merupakan momentum “turun mesin”. Itu, dimaknai sebagai waktu untuk melakukan penguatan .kapasitas, evaluasi, serta persiapan internal sebelum tahapan resmi dimulai.
""Semangat 'turun mesin' tersebut selaras dengan pelaksanaan program Ngabuburit Pengawasan,"" katanya.
Menurut Fauzan, hadirnya ngabuburit pengawasan itu didasarkan Surat Edaran Bawaslu Republik Indonesia Nomor 4/2026. Perihal Pelaksanaan Kegiatan Ngabuburit Pengawasan dalam Rangka Penguatan Spirit Kelembagaan Bawaslu.
Koordinator Divisi Hukum, Pencegahan, Partisipasi dan Hubungan Masyarakat Nur Aliah Saparida mengatakan melalui 13 rangkaian kegiatan selama bulan Ramadan, pihaknya tidak hanya menguatkan kapasitas internal. Tetapi juga memperluas edukasi pengawasan kepada masyarakat.
""Selain itu, juga dalam rangka pendekatan pengawasan yang lebih inklusif dengan Masyarakat,"" ujarnya.
Aliah merinci agenda yang dilaksanakan antara lain, Kick Off Ngabuburit Pengawasan, podcast dengan tema peran pers dalam pengawasan, Kultum Tata Kelola Kelembagaan Pengawas, pencegahan di non tahapan. Selanjutnya, Kultum SDM pengawas Pemilu, penanganan pelanggaran, pengawasan Partisipatif, Regulasi Pemilu dan Pemilihan.
""Selain itu, ada juga Kultum Penyelesaian Sengketa dan Kesekretariatan, Kultum Integritas dan Etika Penyelenggara Pemilu, Khataman Ngabuburit Pengawasan,"" terangnya.
Adapun narasumber yang dihadirkan antara lain, Kepala Bakesbangpol, jurnalis, Komisioner Bawaslu dan Korsek.",berita tegal terbaru | berita tegal hari ini | berita tegal | kota | bawaslu | tegal
Wartawan dan Polsek Bodeh Bagi Takjil Gratis untuk Warga Pemalang,"Sabtu 28-02-2026,09:49 WIB",https://radartegal.disway.id/lokal/read/723161/wartawan-dan-polsek-bodeh-bagi-takjil-gratis-untuk-warga-pemalang,"AWPB bersama Polsek Bodeh gelar aksi sosial bagi takjil
PEMALANG, radartegal.com - Wartawan yang tergabung dalam Aliansi Wartawan Pantura Bersatu (AWPB) bersama Polsek Bodeh bagi ratusan takjil gratis untuk warga Kabupaten Pemalang. Pembagian berlangsung menjelang buka puasa, Jumat, 27 Februari 2026, di depan Mapolsek Bodeh.
Aksi bagi takjil gratis wartawan dan Polsek Bodeh Pemalang itu sempat menyita perhatian pengguna jalan. Mereka, pengendara yang melintas di depan Mapolsek Bodeh rela mengantre untuk mendapat jajanan untuk buka puasa yang dibagikan tersebut.
Ketua AWPB Alwi Assagaf melalui Sekretaris Slamet Sumari mengatakan, aksi berbagi ini merupakan bagian dari program rutin AWPB bertajuk 'Jumat Kliwon Berbagi' yang selama ini konsisten dilaksanakan.
Menurutnya, kegiatan sosial telah menjadi tradisi di internal organisasi. Khusus pada bulan Ramadan, aksi sosial digelar pada sore hari untuk membantu warga yang masih dalam perjalanan saat waktu berbuka tiba.
""Program ini rutin kami jalankan setiap Jumat Kliwon. Biasanya dilaksanakan siang hari, tetapi karena bertepatan dengan Ramadan, kami sesuaikan menjadi sore menjelang magrib,"" kata Slamet.
Ia menegaskan, kegiatan berbagi ini bukan semata soal nilai bantuan yang diberikan, melainkan wujud kepedulian dan kebersamaan terhadap sesama.
""Kami berharap apa yang dibagikan dapat membantu masyarakat. Mungkin nilainya tidak seberapa, tetapi ini bentuk ketulusan kami untuk berbagi,"" tambahnya.
AWPB menggandeng Polsek Bodeh sebagai bentuk kolaborasi antara insan pers dan aparat kepolisian. Sinergi tersebut diharapkan semakin memperkuat hubungan baik yang selama ini terjalin.
Sementara itu, Kapolsek Bodeh Iptu Santosa mengapresiasi inisiatif AWPB yang melibatkan kepolisian dalam kegiatan sosial tersebut.
Menurut dia, Ramadan menjadi momentum yang tepat untuk meningkatkan kepedulian sekaligus mempererat hubungan antara kepolisian, media, dan masyarakat.

AWPB bersama Polsek Bodeh gelar aksi sosial bagi takjil
""Kami menyambut baik kolaborasi ini. Kegiatan berbagi seperti ini sangat positif karena selain membantu warga, juga mempererat silaturahmi antara polisi, wartawan, dan masyarakat. Semoga sinergi ini terus terjaga,"" kata Iptu Santosa.
Ia menambahkan, kehadiran polisi di tengah masyarakat tidak hanya dalam konteks penegakan hukum, tetapi juga melalui kegiatan sosial yang memberikan manfaat langsung. AWPB bersama Polsek Bodeh berharap semangat berbagi di bulan suci Ramadan terus tumbuh di tengah masyarakat Kabupaten Pemalang.",polsek bodeh | takjil gratis | kabupaten pemalang | ramadan | wartawan
"Survei Kesiapan Jalur Mudik Lebaran 2026, Polres Tegal Temukan Ini","Sabtu 28-02-2026,08:00 WIB",https://radartegal.disway.id/lokal/read/723160/survei-kesiapan-jalur-mudik-lebaran-2026-polres-tegal-temukan-ini,"JELASKAN - Kasat Lantas Polres Tegal beri keterangan survei jalur mudik pada awak media.-Hermas Purwadi/Radar Tegal Grup-
SLAWI, radartegal.com - Arus mudik dan balik Hari Raya Idul Fitri 2026 hampir tiba. Karena itu Satlantas Polres Tegal melakukan survei jalur mudik di wilayah Kabupaten Tegal, guna memastikan kesiapannya.
Dalam survei kesiapan jalur mudik Lebaran 2026 di wilayah Kabupaten Tegal, Satlantas mendapati temuan yang cukup krusial. Khususnya berkaitan dengan penerangan jalan.
Survei jalur mudik jelang Lebarang 2026, menurut Kapolres  Tegal, AKBP Bayu Prasatyo, melalui Kasat Lantas AKP Bhartatungga Dharuning Pawuri, menjadi tahapan awal dalam rangka mendukung pelaksanaan Operasi Ketupat Candi 2026.
Wuri mengatakan, pelaksanaan Operasi Ketupat Candi 2026 mendatang, akan melibatkan sejumlah unsur terkait.
""Dalam pelaksanaannya nanti, operasi ini akan melibatkan sinergi lintas sektoral, di antaranya Dinas Perhubungan, Satuan Polisi Pamong Praja (Satpol PP), serta pihak-pihak lain yang berperan dalam pengaturan dan pengawasan arus lalu lintas,"" katanya Jumat,  27 Februari 2026
Lebih lanjut Wuri menyatakan bahwa survei jalur mudik ini bertujuan untuk memastikan kesiapan infrastruktur serta memetakan potensi kerawanan lalu lintas yang kerap muncul saat musim mudik lebaran.
Saat ini, pihaknya juga terus mematangkan skema rekayasa arus lalu lintas yang akan diterapkan pada arus mudik dan balik lebaran mendatang.
""Berbagai skema rekayasa arus lalu lintas saat ini terus dibahas dan dimatangkan. Hal itu dilakukan agar pengamanan arus mudik maupun arus balik supaya dapat berjalan optimal.""
""Dengan adanya rekayasa lalu lintas yang tepat, diharapkan para pengguna jalan yang melintas di wilayah Kabupaten Tegal dapat merasakan perjalanan yang lebih aman, tertib, dan nyaman,"" cetusnya.
Selain fokus pada pengaturan arus kendaraan, Satlantas Polres Tegal juga menaruh perhatian terhadap kondisi sarana pendukung keselamatan jalan. Salah satu aspek yang menjadi sorotan adalah penerangan lampu jalan, baik yang menjadi kewenangan pemerintah kabupaten, pemerintah provinsi, maupun pemerintah pusat.

JELASKAN - Kasat Lantas Polres Tegal beri keterangan survei jalur mudik pada awak media.-Hermas Purwadi/Radar Tegal Grup-
""Kami telah melakukan pendataan terhadap sejumlah titik lampu penerangan jalan yang mengalami kerusakan atau tidak berfungsi secara optimal. Langkah ini dinilai penting guna meminimalisir potensi kecelakaan lalu lintas, terutama pada malam hari saat volume kendaraan meningkat signifikan menjelang Lebaran,"" ungkapnya.
Tak hanya mendata, Satlantas Polres Tegal juga telah mengirimkan surat resmi kepada instansi terkait agar segera melakukan perbaikan sebelum puncak arus mudik tiba. Perbaikan dan penggantian lampu jalan yang rusak diharapkan dapat segera direalisasikan demi mendukung kelancaran dan keselamatan para pemudik.
Dengan berbagai persiapan tersebut, aparat kepolisian berharap pelaksanaan Operasi Ketupat Candi 2026 di wilayah Kabupaten Tegal dapat berjalan lancar. Koordinasi lintas instansi serta kesiapan infrastruktur menjadi kunci utama dalam menciptakan situasi lalu lintas yang kondusif selama momentum Lebaran mendatang.",operasi ketupat candi | lampu pju | polres tegal | kabupaten tegal | jalur mudik | survei
Daftar 13 Ruas Jalan di Petarukan Pemalang yang Diperbaiki Tahun 2026,"Sabtu 28-02-2026,07:00 WIB",https://radartegal.disway.id/lokal/read/723159/daftar-13-ruas-jalan-di-petarukan-pemalang-yang-diperbaiki-tahun-2026,"Ruas jalan Petarukan-Gondang salah satu ruas jalan yang diperbaiki tahun 2026
PEMALANG, radartegal.com - Pemerintah Kabupaten Pemalang melalui Dinas Pekerjaan Umum dan Tata Ruang (DPUTR) menyiapkan anggaran lebih dari Rp30 miliar untuk perbaikan 13 titik ruas jalan di wilayah Kecamatan Petarukan pada tahun 2026.
Kepala DPUTR Kabupaten Pemalang, Joko Tri Asmoro, melalui Kepala Bidang Bina Marga, Yuniar Santoso, mengatakan saat ini pekerjaan telah mulai dilaksanakan dengan skala prioritas, terutama pada ruas jalan yang dinilai mendesak.
""Untuk pekerjaan beton masih kita pertimbangkan waktunya, karena menjelang Lebaran akan ada cuti bersama sekitar 14 hari. Kami khawatir pelaksanaannya nanti menjadi tidak efektif,"" ujar Yuniar, Jumat 27 Februari 2026.
Ia menjelaskan, pekerjaan yang diprioritaskan saat ini adalah yang menggunakan aspal. Sejumlah ruas bahkan sudah memasuki tahap pengukuran dan persiapan lapangan.
""Bulan April sesuai rencana bupati sudah berproses semuanya. Untuk di wilayah Petarukan sudah mulai pengukuran, namun sementara kita dahulukan pekerjaan Lapis Pondasi Agregat (LPA),"" jelasnya.
Menurutnya, menjelang lebaran pelaksanaan pekerjaan juga menghadapi potensi kendala berupa pembatasan operasional alat berat yang biasanya diberlakukan mulai H-10 Lebaran. Kata dia, hal tersebut dapat memengaruhi percepatan pekerjaan di lapangan.
""Kendala kita biasanya ada pembatasan alat berat menjelang Lebaran. Tetapi minimal saat Lebaran nanti kondisi jalan sudah rapi. Opsi yang kita upayakan, paling tidak LPA dulu, digilas agar rata, setelah Lebaran baru dilakukan pengaspalan,"" terangnya.
Yuniar menambahkan, karena sumber anggaran ada yang bersumber dari Dana Alokasi Khusus (DAK), maka pelaksanaan pekerjaan harus mengikuti spesifikasi teknis yang telah ditetapkan pemerintah pusat. Salah satunya adalah kewajiban penataan drainase dan talud sebelum pekerjaan badan jalan dilakukan.
""Jadi yang anggaran dari DAK, harus dimulai dari penataan drainase dan talud terlebih dahulu sesuai spesifikasi, baru kemudian pengaspalan,"" tegasnya.
Adapun 13 ruas jalan yang akan diperbaiki meliputi Iser–Kendalsari, Petarukan–Gondang, Widodaren–Karangasem, Kendalsari–Jebed, Tegalmelati–Loning, Pesantren–Sidomulyo, Temuireng–Kendaldoyong, Pedurungan–Serang, Cibiuk–Ampelgading, Asemdoyong–Loning, Kandang–Pesantren, Klareyan–Pesantren, serta Tegalsari–Sokawati.",skala prioritas | petarukan | kabupaten pemalang | perbaikan jalan | dputr
"Gelar Unjuk Rasa, Mahasiswa di Tegal Bawa Sembilan Tuntutan","Jumat 27-02-2026,20:30 WIB",https://radartegal.disway.id/lokal/read/723157/gelar-unjuk-rasa-mahasiswa-di-tegal-bawa-sembilan-tuntutan,"AKSI - Mahasiswa dari sejumlah universitas di Tegal menggelar aksi unjuk rasa di depan gedung DPRD
TEGAL, radartegal.com - Ratusan mahasiswa dari sejumlah universitas di Kota dan Kabupaten TEGAL menggelar aksi unjuk rasa di depan gedung DPRD setempat, Jumat, 27 Februari 2026 sore. Dalam aksinya, mereka membawa setidaknya sembilan tuntutan terkait pelaksanaan program yang digagas pemerintahan Prabowo-Gibran.
Adapun sembilan tuntutan itu antara lain, kembalikan realisasi anggaran pendidikan 20 persen APBN ke fungsi sebenarnya, evaluasi total program MBG, reformasi Polri secara Nyata. Selanjutnya, bebaskan tahanan politik, optimalisasi perlindungan data pribadi, tingkatkan kesejahteraan nakes dan guru honorer, penyelesaian isu penonaktifan BPJS.
Berikutnya, rekrutmen Polri minimal S1 untuk Perwira, Bintara dan Tamtama. Serta, menuntut sistem verifikasi ijasah yang terintegrasi dengan pangkalan.
Ketua BEM Universitas Pancasakti Tegal M. Al Talarik mengungkapkan ada beberapa tuntutan yang disampaikan dalam aksi kali ini. Antara lain, pertama mengarahkan ke pendidikan.
""Di mana pendidikan saat ini sangat terganggu. Apalagi dengan kehadiran program MBG yang tidak memberikan pengaruh secara signifikan pendidikan,"" katanya.
Selanjutnya, kata Al, reformasi Polri secara nyata. Karena Polri, selalu menyatakan evaluasi, tetapi ternyata oknum-oknum di dalamnya cukup banyak.
""Apalagi peredaran narkoba yang saya yakin Polri dan BNN tahu. Tegapi belum ada tindakan tegas,"" ujarnya.
Selanjutnya, terkait peningkatan kesejahteraan guru honorer yang sudah puluhan tahun. Sementara, ada wacana karyawan MBG yang akan dinaikkan jadi PPPK, padahal baru setahun bekerja.
""Kemudian terkait penanganan wilayah Kota terkait bencana. Kota ini kan di hilir, kita lihat banjir Kota sudah mulai lagi, semenara persiapan belum matang,"" jelasnya.
Sementara itu, dalam kegiatan aksi yang diisi dengan diskusi itu juga dihadiri Ketua DPRD Kota Tegal Kusnendro, Sekretaris Daerah Agus Dwi Sulistyantono, Kapolres Tegal Kota AKBP Heru Antariksa Cahya. Kegiatan diakhiri dengan penandatanganan dan penyerahan surat pernyataan tuntutan dari mahasiswa kepada Sekda Kota Tegal.",berita tegal terbaru | berita tegal hari ini | berita tegal | kota | mahasiswa | tegal
"Viral Menu MBG Ramadan di Brebes Berjamur, SPPG Gandasuli Minta Maaf","Jumat 27-02-2026,19:30 WIB",https://radartegal.disway.id/lokal/read/723155/viral-menu-mbg-ramadan-di-brebes-berjamur-sppg-gandasuli-minta-maaf,"BERJAMUR- Geger temuan roti & bolen berjamur pada menu Makan Bergizi Gratis (MBG) Ramadan di Brebes.
BREBES, radartegal.com – Program Makan Bergizi Gratis (MBG) di Kabupaten BREBES menjadi sorotan setelah ditemukannya roti dan bolen berjamur dalam paket menu Ramadan pada Kamis, 26 Februari 2026. Kejadian ini memicu kekhawatiran orang tua siswa di wilayah Kecamatan BREBES.
Berdasarkan informasi yang dikumpulkan Radar Tegal Group, temuan makanan tak layak konsumsi ini tersebar di beberapa jenjang pendidikan, mulai dari Taman Kanak-kanak (TK) hingga Sekolah Dasar (SD). Foto-foto kondisi bolen yang dipenuhi spora jamur pun viral di berbagai WhatsApp Group (WAG) wali murid.
Seorang wali murid di SD Negeri Kelurahan Limbangan Wetan memberikan kesaksiannya:
""Beruntung saya cek dulu sebelum dimakan anak. Ternyata benar, bolen dan roti selainya sudah jamuran. Di grup kelas juga sudah ramai peringatan dari orang tua lain,"" ungkapnya.
Kepala SD Negeri 1 Limbangan Wetan Roimah, mengonfirmasi adanya laporan tersebut. Meski sedang bertugas di luar sekolah saat kejadian, ia telah menerima informasi mengenai dua laporan resmi terkait kualitas makanan yang buruk.
Menanggapi hal ini, pihak Dapur SPPG Gandasuli selaku penyedia layanan MBG memberikan pernyataan resmi:
Mengingat program MBG Ramadan masih berjalan, para wali murid diimbau untuk selalu:",bolen | menu mbg | makan bergizi gratis | gandasuli | berjamur | brebes | ramadan
"Diduga Sopir Kurang Konsentrasi, Truk Tabrak Kendaraan yang Parkir di Bulakamba Brebes","Jumat 27-02-2026,16:17 WIB",https://radartegal.disway.id/lokal/read/723151/diduga-sopir-kurang-konsentrasi-truk-tabrak-kendaraan-yang-parkir-di-bulakamba-brebes,"Sebuah kecelakaan terjadi di jalur pantura di wilayah Kecamatan Bulakamba, Jumat 27 Februari 2026. Kecelakaan tersebut melibatkan dua kendaraan.(Istimewa)
BREBES, radartegal.com - Sebuah kecelakaan terjadi di jalur pantura di wilayah Kecamatan Bulakamba, Kabupaten BREBES, Jumat 27 Februari 2026. kecelakaan tersebut melibatkan dua kendaraan.
Kanit Penegakan Hukum (Gakkum) Satlantas Polres Brebes Iptu Syaeful Hidayat membenarkan insiden kecelakaan yang melibatkan dua mobil truk tersebut.
Syaeful menjelaskan, kronologi kejadian berawal saat kendaraan bernopol L-8680-UU melaju dari arah timur ke barat di lajur kiri. Sesampainya di TKP diduga pengemudi kurang konsentrasi, sehingga pengemudi tidak bisa menguasai laju kendaraan.
""Akibatnya, truk truk tersbeut menabrak bagian belakang lainnya yang sedang parkir di bahu jalan sebelah selatan,"" ujarnya.
Akibat dorongan tersebut, mobil yang tertabrak itu terdorong ke depan dan menabrak teras rumah.
Dalam insiden tersebut terdapat korban yang mengalami luka di bagian kaki kanan lecet dan dada sesak.
""Dan saat ini korban sudah dirawat di RSUD Brebes,"" pungkasnya.",bulakamba | rsud brebes | polres brebes | brebes | satlantas | lalu lintas | kecelakaan
Jelang Libur Lebaran 2026: PAI Tegal Perketat Penjagaan Lifeguard dan Standar APAR di Area Wisata,"Jumat 27-02-2026,15:53 WIB",https://radartegal.disway.id/lokal/read/723152/jelang-libur-lebaran-2026-pai-tegal-perketat-penjagaan-lifeguard-dan-standar-apar-di-area-wisata,"PAI TEGAL- Pada Kamis, 26 Februari 2026, tim Direktorat Pengamanan Objek Vital (Dit Pamobvit) Polda Jawa Tengah melakukan risk assessment mendalam untuk mengukur tingkat risiko keamanan di kawasan PAI Tegal.-Meiwan Dani R-
TEGAL, radartegal.com – Menjelang lonjakan pengunjung pada libur Lebaran 2026, Pantai Alam Indah (PAI) Tegal terus bersolek, bukan hanya dari sisi estetika, melainkan juga standar keamanan. Fokus utama kali ini adalah memastikan keselamatan wisatawan melalui penguatan tim lifeguard (penjaga pantai) dan kesiapsiagaan pemadam kebakaran (APAR).
Pada Kamis 26 Februari 2026, tim Direktorat Pengamanan Objek Vital (Dit Pamobvit) Polda Jawa Tengah melakukan risk assessment mendalam untuk mengukur tingkat risiko keamanan di kawasan PAI.
Kabid Pariwisata Dinporapar Kota Tegal Dian Eka Kusumawardhani, menegaskan bahwa kenyamanan pengunjung adalah prioritas mutlak. Penilaian risiko dilakukan berdasarkan 6 elemen dengan total 130 indikator ketat.
""Kami menyiapkan langkah komprehensif. Saat ini kami diperkuat oleh 8 personel keamanan bersertifikat Gada Pratama, tim terpadu TNI-Polri, hingga kesiagaan medis dari PSC 119,"" jelas Dian. Selain itu, rambu peringatan di sepanjang garis pantai juga diperbarui agar pengunjung lebih waspada saat beraktivitas di area air.
Sesuai standar terbaru dari Polri, aspek penyelamatan jiwa menjadi poin krusial yang harus ditingkatkan. Kasubdit Wisata Dit Pamobvit Polda Jateng, AKBP Andriaso, memberikan catatan khusus mengenai pengawasan area perairan dan pencegahan kebakaran di zona kuliner.
Beberapa rekomendasi utama hasil risk assessment meliputi:
""Kami merekomendasikan Dinas Pariwisata untuk segera memantapkan manajemen pengamanan. Lifeguard harus siaga dan penataan warung wajib dilengkapi APAR sebagai standar keselamatan terbaru,"" tegas AKBP Andriaso.
Pemerintah Kota Tegal berkomitmen untuk segera menindaklanjuti hasil evaluasi ini sebelum arus mudik dimulai. Dengan sistem manajemen pengamanan yang lebih solid, PAI Tegal diharapkan menjadi destinasi pilihan yang tidak hanya indah secara visual, tetapi juga memberikan rasa aman bagi seluruh keluarga.

PAI TEGAL- Pada Kamis, 26 Februari 2026, tim Direktorat Pengamanan Objek Vital (Dit Pamobvit) Polda Jawa Tengah melakukan risk assessment mendalam untuk mengukur tingkat risiko keamanan di kawasan PAI Tegal.-Meiwan Dani R-
""Kami ingin pengunjung merasa secure dan nyaman. Semua rekomendasi, terutama soal penambahan lifeguard dan ketersediaan APAR, akan segera kami penuhi,"" tutup Dian.",keamanan objek wisata | standar apar | lifeguard pantai | libur lebaran 2026 | pai tegal | wisata tegal | pantai alam indah
"Gagal Panen, Petani Desak Hotel di Pemalang Tepati Komitmen Penyelesaian","Jumat 27-02-2026,11:00 WIB",https://radartegal.disway.id/lokal/read/723145/gagal-panen-petani-desak-hotel-di-pemalang-tepati-komitmen-penyelesaian,"Warga petarukan desak kepastian penyelesaian kasus gagal panen dengan regina
PEMALANG, radartegal.com - Petani Kecamatan Petarukan, Kabupaten Pemalang, kini masih menantikan realisasi tanggung jawab dari pihak hotel setelah lahan yang mereka manfaatkan terdampak genangan air dan menyebabkan gagal panen.
Salah satu petani asal Desa Serang Kecamatan Petarukan Mian mengatakan, hingga Jumat, 27 Februari 2026 belum ada tindak lanjut dari pihak hotel. Ia mengatakan bahwa pihaknya bersama rekan lainnya tidak hanya membutuhkan pembersihan saluran air saja, tetapi juga kepastian penyelesaian secara kekeluargaan yang pernah dijanjikan dari pihak hotel.
""Katanya waktu itu mau bertanggung jawab dan akan menyelesaikan masalah ini secara kekeluargaan, tapi sampai sekarang belum ada kabar lagi,"" katanya.
Ia mengungkapkan, genangan terjadi akibat saluran air tersumbat limbah yang diduga berasal dari aktivitas hotel. Dampaknya, sekitar 500 pohon singkong yang sebelumnya siap panen membusuk karena terendam air terlalu lama, dan tidak dapat dipanen.
Padahal, lanjut dia, pohon singkong tersebut sebelumnya tumbuh normal dan diperkirakan kalau panen bisa menghasilkan sekitar 40 kuintal.
""Kalau saya jual Rp5.000 per kilogram. Perkirakan hasil dari 500 pohon ini bisa mencapai Rp2 jutaan,"" ucapnya.
Mian menambahkan, warga berharap persoalan ini tidak berhenti pada permintaan maaf semata. Ia menginginkan ada kepastian terkait penyelesaian secara kekeluargaan yang sempat dijanjikan.
Sebelumnya, pihak hotel telah menyampaikan permohonan maaf atas kelalaian yang terjadi serta akan mengundang warga untuk mencari solusi bersama dalam persoalan ini.
Hal tersebut disampaikan oleh General Manajer Hotel Regina saat bertemu dengan salah satu perwakilan warga pada Jumat 13 Februari 2026 lalu.
Namun hingga kini, sejumlah warga yang memanfaatkan lahan di samping hotel belum mendapatkan kepastian, mereka masih menunggu realisasi dari komitmen yang sempat dijanjikan dari hotel.",petarukan | kabupaten pemalang | gagal panen | hotel | limbah | petani
Pemkab Pemalang Terbitkan Surat Pencegahan Korupsi dan Larangan Gratifikasi Jelang Hari Raya 2026,"Jumat 27-02-2026,07:00 WIB",https://radartegal.disway.id/lokal/read/723143/pemkab-pemalang-terbitkan-surat-pencegahan-korupsi-dan-larangan-gratifikasi-jelang-hari-raya-2026,"Pemkab Pemalang Terbitkan Surat Pencegahan Korupsi dan Larangan Gratifikasi Jelang Hari Raya 2026
PEMALANG, radartegal.com - Pemerintah Kabupaten (Pemkab) Pemalang menerbitkan surat pencegahan korupsi dan pengendalian gratifikasi terkait perayaan hari raya keagamaan di lingkungan pemerintahan setempat. Surat bernomor B/700/134/INSPEKTORAT DAERAH/2026 itu dikeluarkan pada 26 Februari 2026 dan bersifat segera/penting.
Berdasarkan surat yang diterima Radar Tegal itu, menjelaskan bahwa kebijakan tersebut merujuk pada Peraturan Bupati Pemalang Nomor 13 Tahun 2021 tentang Pedoman Pengendalian Gratifikasi serta Surat Edaran Komisi Pemberantasan Korupsi (KPK) Nomor 2 Tahun 2026 tentang Pencegahan Korupsi dan Pengendalian Gratifikasi Terkait Hari Raya.
Dalam surat, Pemkab Pemalang menegaskan bahwa seluruh aparatur sipil negara dan penyelenggara negara wajib menjadi teladan dengan tidak memberi atau menerima gratifikasi yang berhubungan dengan jabatan dan bertentangan dengan tugasnya, termasuk dalam momentum hari raya.
Permintaan dana, hadiah seperti Tunjangan Hari Raya (THR) atau sebutan lain, baik secara individu maupun mengatasnamakan institusi kepada masyarakat maupun perusahaan, dilarang dan dapat berimplikasi pada tindak pidana korupsi.
Apabila terdapat penerimaan gratifikasi yang berhubungan dengan jabatan dan berlawanan dengan kewajiban maka wajib dilaporkan kepada KPK paling lambat 30 hari kerja sejak tanggal penerimaan.
Untuk gratifikasi berupa bingkisan makanan atau minuman yang mudah rusak, dapat disalurkan sebagai bantuan sosial ke panti asuhan, panti jompo, atau pihak yang membutuhkan, dengan tetap melaporkannya kepada Unit Pengendalian Gratifikasi (UPG) Inspektorat Daerah Kabupaten Pemalang. Selain itu, aparatur juga dilarang menggunakan fasilitas dinas untuk kepentingan pribadi.
""Pimpinan perangkat daerah diminta menyampaikan imbauan internal untuk menolak segala bentuk gratifikasi dan menginformasikannya secara terbuka kepada masyarakat,"" demikian tertulis dalam SE bernomor B/700/134/INSPEKTORAT DAERAH/2026 itu.
Pemkab Pemalang juga mengimbau pimpinan asosiasi, perusahaan, dan masyarakat agar tidak memberikan gratifikasi, suap, maupun uang pelicin kepada pegawai negeri atau penyelenggara negara.
""Jika ditemukan permintaan gratifikasi atau pemerasan, masyarakat diminta segera melapor kepada aparat penegak hukum atau pihak berwenang. Pelaporan gratifikasi dapat dilakukan melalui aplikasi pelaporan online KPK (GOL), email pelaporan.gratifikasi@kpk.go.id, maupun melalui UPG Inspektorat Daerah Kabupaten Pemalang.""",pemkab pemalang | gratifikasi | hari raya | surat edaran | thr | idul fitri | korupsi
